data_execucao,distribuidora,vigencia_base_energia,vigencia_final_energia,tarifa_base,tarifa_final,reajuste_energia_5a_pct,cagr_energia_5a_pct_aa,mes_base_ipca,mes_final_ipca,ipca_5a_pct,cagr_ipca_5a_pct_aa,spread_vs_ipca_pp,arquivo_historico
2026-02-25,CEEE-D,2020-11-22,2026-01-01,548.97,822.0,49.73,8.22,2020-11-01,2026-01-01,35.38,6.04,14.35,output/historico/ceee_d.csv
